source_twitter,target_twitter
11160565,BLACKPINKGLOBAL
11160565,BLACKPINKJP_com
11160565,BNcoTeWvDSqbIOJ
11160565,BS7_mikiclinic
11160565,BaseballR_Y
11160565,Bos25__c
11160565,CRFnanamin
11160565,CallofDutyJP
11160565,Campaign_Otaku
11160565,ChampionsLeague
11160565,DAZN_JPN
11160565,Dekopon_56
11160565,DemizuPosuka
11160565,DribbleDesigner
11160565,DuSud1211
11160565,EAA_tw
11160565,Ebi2Et
11160565,Edano_san
11160565,EpicGamesJP
11160565,FCBayern
11160565,FSucreOff
11160565,FortniteBR
11160565,FortniteJP
11160565,Ft9C0JGwSiDeBRS
11160565,Fumi130301
11160565,GFB11_TENSK
11160565,GoalJP_Official
11160565,HEISEI_love_bot
11160565,Hennyu_kawauso
11160565,Hisa0808
11160565,IchigoIchieFilm
11160565,JOJOkirst
11160565,JYPETWICE
11160565,J_League
11160565,Jewex3
11160565,KMOoutsold
11160565,KaiExG
11160565,Kamida_0109
11160565,KaoruGans0
11160565,Kawaiipettv
11160565,King47Ynwa
11160565,KinpatsuKomeya
11160565,Kneko__
11160565,Kstyle_news
11160565,Kubaani
11160565,L4zyAlone
11160565,LINELIVE_JP
11160565,LRGjEU3TrBXwmtb
11160565,LaLiga
11160565,Larkiz_
11160565,LifeisMagicalll
11160565,MH_official_JP
11160565,MasatoYokosawa
11160565,MatsuiRyosuke
11160565,Mentalist_DaiGo
11160565,Merry_new0
11160565,Met_Man927
11160565,MikuruAsakura
11160565,Minato3710220
11160565,N_onaAnot
11160565,NyantakoGG
11160565,PC_no_Naka
11160565,PortalJisoo_
11160565,QRqJtdu2FWEdqfk
11160565,RVsmtown
11160565,Radiosonde2nd
11160565,Rainbow6Game
11160565,Raphael05166140
11160565,RecordsCaffeine
