binary_score (1:good   0: bad),news_title,news_writer,news_written_date,news_text,news_url
1,Tokyo nightlife pretty much dead by 8 p.m. as new rules kick in,['THE ASAHI SHIMBUN'],"January 9, 2021 at 16:10 JST"," Across the greater Tokyo metropolitan area, bars and restaurants took decidedly different approaches to closing early to comply with the government's latest state of emergency to fight the novel coronavirus pandemic. Friday night, traditionally a time for Tokyoites to let their hair down at the end of a busy work week, was the epitome of quiet in the capital's bustling Shibuya district, which normally comes alive from 8 p.m. or so. On Jan. 8, most bars and restaurants were shutting up by 8 p.m. to ensure compliance, triggering a mass exodus from Shibuya Station as people headed home early instead of the traditional mad crush around midnight for last trains. In announcing the state of emergency on Jan. 7, Prime Minister Yoshihide Suga called on residents of Tokyo and the three neighboring prefectures of Kanagawa, Saitama and Chiba to refrain from unnecessary outings after 8 p.m. He asked bars and restaurants to close their doors at the same time to prevent groups of people risking cluster infections. In the Nonbei Yokocho (Drinkers’ alley) area, famed for its numerous small bars and hole-in-the-wall places to eat, about half of the establishments opted to remain shut on Jan. 8. Those that were still open invariably closed their doors at 8 p.m. One restaurant operator said there were days last year when not a single customer showed up. While she did open on Jan. 8, she complied with the government request to close her premises at 8 p.m. But not all establishments cooperated. One hostess bar manager said his establishment would remain open until around midnight. “We cannot suddenly switch to opening only during the day,” the manager said, adding that the government's offer to pay 60,000 yen ($580) a day to establishments that cooperate with the business strategy was not nearly enough to pay the salaries of staff. Operators of restaurant chains took different approaches to the request to close at 8 p.m. While most major chains closed their outlets at that time, some decided to continue with take-out, delivery and drive-thru services. McDonald’s Japan has about 920 outlets in the four prefectures covered by the state of emergency. While eat-in service will be suspended daily between 8 p.m. and 5 a.m. at all outlets, take-out, delivery and drive-thru services will continue. The measure took effect from Jan. 8 in Tokyo and will begin from Jan. 12 in the three other prefectures. “Gyudon” (beef-and-rice bowl) restaurant chains Yoshinoya Co., Matsuya Foods Co. and Sukiya Co. will continue with take-out service after 8 p.m. But the Kentucky Fried Chicken and Mos Burger fast food chains decided not to provide take-out or delivery services after 8 p.m. Many “izakaya” Japanese-style pub chains decided to remain shut throughout the state of emergency. “The safety of our workers is paramount,” said an official with the Kushikatsu Tanaka chain. Watami Co., which operates about 100 izakaya pubs in the four prefectures, said 83 of them will remain closed for the duration of the state of emergency. About 200 company employees will be posted to locations that are open. “We cannot do business if we can only serve alcohol until 7 p.m.,” said company chairman Miki Watanabe. “Unless something is done, Japan’s restaurant business will collapse.” Industry associations, meantime, were calling on the government to take additional measures. The Japan Food Service Association submitted a request on Jan. 8 for the government to extend the payment of funds to companies that cooperate with requests to close at 8 p.m. to even major chains. Another national organization of restaurants submitted a written expression of disappointment with the government for giving the impression that bars and restaurants were primarily responsible for the spread of COVID-19 cases that triggered the latest state of emergency, the second since last April. (This article was compiled from reports by Yuji Masuyama, Takumi Wakai and Satoshi Kubo.)",https://www.asahi.com//ajw/articles/14094198
0,COVID-19 cases (Jan. 8),['THE ASAHI SHIMBUN'],"January 9, 2021 at 11:30 JST",,https://www.asahi.com//ajw/articles/14094109
0,"Tokyo logs 2,392 new virus cases as nation marks record 7,776",['THE ASAHI SHIMBUN'],"January 8, 2021 at 18:30 JST"," Tokyo confirmed 2,392 new COVID-19 cases on Jan. 8 as 7,776 new infections were reported across Japan as of 6 p.m., the fourth straight daily national record. The capital marked the second consecutive day the count has surpassed 2,000, following a record 2,447 cases on Jan. 7, according to metropolitan government officials. The latest tally exceeded 1,000 for the fourth consecutive day. Kanagawa Prefecture also recorded a daily high of new COVID-19 cases with 838, and Osaka Prefecture reported a new record with 655. In Tokyo, the number of serious cases requiring ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine, rose by eight from the previous day to a record 129 on Jan. 8, the officials said. More than 50 percent of the 250 hospital beds set aside for seriously ill patients in the capital were filled. A total of 711 of the new patients are in their 20s, followed by 536 in their 30s, 340 in their 40s and 298 in their 50s. There were 235 patients aged 65 or older.",https://www.asahi.com//ajw/articles/14091901
0,COVID-19 cases (Jan. 7),['THE ASAHI SHIMBUN'],"January 8, 2021 at 11:15 JST",,https://www.asahi.com//ajw/articles/14091051
0,Language barrier hinders care for infected foreigners,['By AYAKO NAKADA/ Staff Writer'],"January 7, 2021 at 19:00 JST"," A Nepalese man who lives in Kanagawa Prefecture tested positive for the novel coronavirus, but after some misunderstandings, he decided against self-isolation and stayed at home. His family members later tested positive. Although the government has named foreign communities in Japan as sources of cluster infections, many non-Japanese say they are not receiving adequate information about the pandemic and what steps to take to avoid the contagion. The language barrier is cited as the biggest reason. In addition, some foreign nationals tend to conceal their infections out of fear of losing their jobs or facing further discrimination. Shakya Sandeep, a 38-year-old doctor and a member of the Japan branch of the Non-Resident Nepali Association (NRNA), heard about the Nepalese man’s case in early May last year. The man, who works as a cook at a curry restaurant, tested positive after he suffered from a headache, mild fever and a sense of fatigue. The prefectural government arranged for the man to be transferred to an accommodation facility for treatment. A public health center provided a courtesy car to pick him up from his home. But the Nepalese cook decided not to go. He realized that he would have to read and write Japanese to fill out daily reports on his health condition, but he didn’t have the language skills to perform that task. He also assumed the meals provided to patients at the facility would not accommodate his religious practices. But Sandeep said he heard that another reason for the Nepalese man’s refusal to leave his home was that he was worried about the expenses. The infected man apparently did not know that public funds cover all the costs of isolating COVID-19 patients at accommodation facilities. Sandeep, who came to Japan at the age 18, graduated from Tokyo Medical and Dental University and has worked as a cardiovascular internal medicine doctor for 13 years. He delved further into the situation at foreign communities during the pandemic and said he was shocked at what he found. One Kanagawa prefectural government official admitted that some patients who could not speak Japanese were not allowed to stay at the accommodation facilities at the beginning. Sandeep joined a pandemic-related panel established by the branch in March 2020, when the novel coronavirus was spreading rapidly around Japan. The 28 panel members, including health care workers and interpreters, have tried to spread information about anti-virus measures in Nepalese through videos and other means. “Expat communities are vulnerable to exposure to the virus unless they share necessary information,” Sandeep said. The Cabinet Secretariat, after analyzing domestic news reports and interviewing public health centers, confirmed at least 20 infection clusters involving foreigners from Sept. 1 to Nov. 10. The clusters occurred at dormitories, workplaces and at restaurants where employees entertain customers. The central government’s expert panel on dealing with the COVID-19 pandemic in September suggested strengthening the support system for foreign communities to prevent such infection clusters from occurring. Since then, the government has formed a team to discuss measures to help foreigners survive the pandemic. Takashi Sawada, 60, who heads the Minatomachi Medical Center in Yokohama that has treated many foreign patients, said he was interviewed by the central government. He said he told the officials that information services were needed particularly for Vietnamese, Nepalese and Indonesians, who have increasingly settled in Japan’s labor force. The health ministry in June 2020 started providing a free interpretation service for phone calls from health care workers. The 24-hour service initially covered five languages--English, Chinese, Korean, Spanish and Portuguese. In December, French and Vietnamese were added. Based on a suggestion from the central government’s panel, the ministry included expenses in third supplementary budget for fiscal 2020 so that public health centers nationwide could start using the interpretation service as early as Dec. 25. But the ministry has not decided on whether to include other languages, such as Nepalese and Indonesian. Another fee-based telephonic interpretation service that covers less-common foreign languages has been available to medical institutions since before the pandemic. The first five minutes cost 1,500 yen ($14.50) and 500 yen for every additional minute. The ministry said health-care providers can charge the fees to the patients. Sawada said the cost is one reason foreign nationals are hesitant to use that service. “In order to thoroughly contain the infectious disease, there needs to be an environment where people, regardless of their economic status, can smoothly access health care,” Sawada said. Other problems stand in the way of containing the virus in foreign communities. ‘SHUNNED BECAUSE I AM A FOREIGNER’ Zoya Verzbitskaya, a 38-year-old Russian living in Tokyo’s Meguro Ward, said she was told by a dentist in May, “We can’t see a patient whose native language is not Japanese.” At that time, the COVID-19 situation in many European countries had rapidly deteriorated. Verzbitskaya, who studied Japanese literature at a graduate school in Japan and now works at a Japanese cosmetics company, said she thought the dentist “politely shunned me because I am a foreigner.” “I have peacefully lived as a member of Japanese society. But once the pandemic hit, I felt like society treated me as the ‘other,’” she said. At a discussion held by the government’s panel in September, some experts expressed concerns that foreigners would likely become targets of prejudice and discrimination in the health crisis. Sandeep said he has heard about cases in Chiba Prefecture, where he works, in which medical staff have not given basic examinations to patients because they were not Japanese. The staff instead recommended that the patients go to a large hospital. He also noted that foreign nationals are afraid of losing their jobs if they contract the novel coronavirus. “If they are worried about being discriminated against and feel concerned about their lives, they are likely to hesitate to speak about any change in their health condition,” Sandeep said. “Even if their access to health care services is improved, it will not solve the problem.” An estimated 2.89 million foreign nationals lived in Japan as of the end of June 2020, a significant increase from around 1990. Chinese nationals lead the pack with 790,000, followed by 440,000 South Koreans and 420,000 Vietnamese. There were also 280,000 Filipinos, as well as 210,000 Brazilians, 100,000 Nepalese and 70,000 Indonesians.",https://www.asahi.com//ajw/articles/14088798
0,"Tokyo confirms 2,447 new COVID-19 cases on Jan. 7",['THE ASAHI SHIMBUN'],"January 7, 2021 at 19:00 JST"," Tokyo confirmed a record 2,447 new COVID-19 cases on Jan. 7, the day when the government declared a state of emergency for the capital and surrounding prefectures. The number of new infections easily broke the previous high of 1,591 cases reported the day earlier. Tokyo has logged more than 1,000 new cases for three consecutive days, with 1,228 new infections confirmed on Jan. 5. Nationwide, 7,084 new COVID-19 cases were confirmed as of 6 p.m. on Jan. 7, shattering the previous record of exactly 6,000 set the previous day. A record 796 patients had serious symptoms across Japan, up 12 from Jan. 6, according to the health ministry. In Tokyo, a record 121 patients were listed in serious condition on Jan. 7, up by eight from the previous day, metropolitan government officials said. Tokyo defines serious cases as those requiring a ventilator or a machine called extracorporeal membrane oxygenation (ECMO), which circulates blood through an artificial lung.",https://www.asahi.com//ajw/articles/14088638
0,COVID-19 state of emergency set for greater Tokyo until Feb. 7,['THE ASAHI SHIMBUN'],"January 7, 2021 at 18:57 JST"," With record-breaking numbers of new COVID-19 cases being reported in Tokyo and neighboring prefectures, the government on Jan. 7 declared a state of emergency, the second in 10 months. Prime Minister Yoshihide Suga in a news conference asked residents of Tokyo and the prefectures of Kanagawa, Chiba and Saitama to cooperate with the four major measures the government was emphasizing. “We decided to declare a state of emergency in order to restrain a further increase in COVID-19 infections,” Suga said. “I express my appreciation for the efforts of the public until now and would like to ask for their further cooperation.” He said it would be important to thoroughly implement the preventive measures, such as wearing face masks in public, refraining from unnecessary outings after 8 p.m. and having 70 percent of company employees work from home. The government task force that approved the state of emergency declaration also agreed to various measures to prevent a further spread of novel coronavirus infections, including the shortening of business hours, stricter restrictions on large events and additional calls for more company employees to work from home. The state of emergency was set for a month until Feb. 7. This was the second time a state of emergency was declared for the pandemic, following one approved in April 2020 for seven prefectures, including Tokyo and the three neighboring prefectures, that was later extended nationwide. Under the latest state of emergency, bars and restaurants in the four prefectures will be asked to close at 8 p.m. and halt sales of alcohol at 7 p.m. Theaters and amusement parks that draw large crowds will be requested to shutter at 8 p.m. The governors of the four prefectures are asking their residents to refrain from unnecessary outings after 8 p.m. Event restrictions will also be tightened, with venues only to fill half the number of seats, up to a maximum of 5,000 people, to prevent large crowds. However, kindergartens, schools and day care centers will remain open. The names of bars and restaurants that refuse to shorten their business hours will be publicly disclosed, sources said. The bars and restaurants that comply with prefectural governors’ requests to shorten business hours can receive a subsidy of 60,000 yen ($580) a day, up 20,000 yen from the current amount, according to government sources. In exchange for the larger daily payments to the cooperating establishments, separate programs to assist small businesses during the pandemic and subsidize rents will stop accepting applications on Jan. 15. One condition for lifting the state of emergency is easing the burden on hospitals. That means reducing the number of hospital beds needed for COVID-19 patients as well as new cases to a level equivalent to stage 3 of the government’s four-stage pandemic alert level. Stage 3 is the second-highest stage on the scale. If the situation does not appear to be improving and headed toward a stage 3, the government will consult its experts and then decide on extending the state of emergency.",https://www.asahi.com//ajw/articles/14088825
0,COVID-19 found in bodies of 122 whose deaths police probed,['THE ASAHI SHIMBUN'],"January 7, 2021 at 18:39 JST"," A total of 122 of the people police have found dead in their homes or outdoors since the COVID-19 pandemic hit Japan early last year were infected with the novel coronavirus, the National Police Agency said. In December alone, 56 of the dead were found to have the virus. Though the virus may have killed the victims, the NPA said it was difficult to confirm it. Whenever a death is reported, police investigate the cause to determine if foul play was involved, with the exception of people who died of an illness while being treated by a doctor. Of the 122 bodies found infected with the virus, people in their 70s formed the largest group, at 39. They were followed by 23 people in their 60s, 22 in their 80s, 20 in their 50s and nine people in their 90s, according to the NPA. Six people were in their 40s, while two were in their 30s. There was one person whose date of birth was unknown. Thirty-six of the bodies were found in Tokyo, accounting for about one-third of the total deaths. Twenty-five deaths were confirmed in Osaka Prefecture, 11 in Hyogo Prefecture, nine in Kanagawa Prefecture and seven in Saitama Prefecture. The number of deaths jumped to 56 in December. Until then, less than 10 cases were confirmed infected with the virus each month through November after 21 such cases were logged in April. Fifty of the 56 who died in December died indoors, such as at home or nursing homes or in other types of accommodations. Six were found outdoors, including on the street. Eighteen of the 56 were known to be infected with the virus before they died. The virus was confirmed in the remaining 38 people after their deaths when police, suspecting the victims had the virus, had the bodies undergo diagnostic tests. Medical experts say people infected with the coronavirus are prone to develop blood clots. “It's possible that some people died of a stroke or heart attack triggered by the development of a blood clot shortly after contracting the virus,” said Yasutaka Mizuno, a doctor specializing in infectious diseases at Global Healthcare Clinic in Tokyo. He recommended that patients with cardiovascular conditions or who are obese be hospitalized even if they only exhibit mild symptoms at first because they are at a higher risk of developing blood clots. He also underlined the importance of access to intensive care facilities and ventilators, as some patients might experience a sudden deterioration in their ability to breathe. As new cases surge in Tokyo, hundreds of infected people with mild symptoms have been forced to self-isolate at home or in a hotel as hospital beds, already filled with patients, were not available for them. Mizuno said efforts should be made to maintain the health care system in which clinics and large hospitals with sophisticated medical equipment do their part in dealing with the public health crisis. “It is vital for the infected to be able to promptly receive treatment at a leading hospital in their area when their condition abruptly takes a turn for the worse,” he said. “To ensure that, primary care doctors should provide care to patients who have mild cases.”",https://www.asahi.com//ajw/articles/14088861
0,"Tokyo state of emergency might last 2 months or more, expert says",['By AKIYOSHI ABE/ Staff Writer'],"January 7, 2021 at 17:24 JST"," Tokyo will need a stricter state of emergency to stop its explosion of daily COVID-19 cases t han the one-month measure to be declared on Jan. 7, a theoretical epidemiology expert warned. “It will likely take more than two months to sufficiently reduce the number of new cases,” said Hiroshi Nishiura, a professor of theoretical epidemiology who has previously issued ominous predictions over the possible course of the COVID-19 pandemic. The capital's new cases will remain unchanged if the state of emergency, to be declared by Prime Minister Yoshihide Suga, merely asks bars and restaurants to shorten operating hours, the primary focus of the measures now being pushed by the Suga Cabinet, Nishiura said. Tokyo's new daily cases of the virus will top 3,500 by the end of February and double to more than 7,000 by late March if strong measures to prevent a spread of infections are not implemented, he said. Nishiura's comments were based on the results of simulation he ran of various scenarios regarding fresh COVID-19 cases in the capital depending on what measures were implemented to stop them. The simulation also showed that Tokyo's average number of new cases could be reduced to under 100 by late February if effects emerge similar to what resulted after the first state of emergency was declared in April 2020. Nishiura added that the one-month period for the second state of emergency could be shortened “if indoor contact among people was reduced without compromise.” Though Nishiura is not a member of the health ministry advisory panel regarding the novel coronavirus pandemic, its chairman asked him to submit the simulation report to the panel's Jan. 6 meeting. A main point of the simulation is the so-called effective reproduction number, which shows how many people a COVID-19 patient has infected. If the number falls under 1, it means new infections have stopped spreading. But the data for Tokyo since Dec. 16 is an average 1.1. The government panel of experts on Jan. 5 came out with a list of recommended measures to prevent the virus from spreading further, including having bars and restaurants shorten business hours, asking residents to refrain from unnecessary outings, asking more company employees to work from home and strengthening restrictions on large events. Under Nishiura’s simulation, if the effective reproduction number was reduced to about 0.7, the number of new cases in Tokyo would fall to under 300 in a month’s time and to under 50 after two months. Nishiura said if the panel’s recommendations were sufficiently implemented achieving the 0.7 figure was not out of the question. But he said only focusing on shortening business hours for bars and restaurants would lead to a reduction of about 10 percent in the effective reproduction number. In that case, the number of new cases would remain unchanged. He added that the success of the recommended measures would depend on the extent of cooperation by the public. “There is no telling how effective measures based on simple requests will be until those measures are actually implemented,” Nishiura said. “We are at a stage where the communications skills of political leaders will become vital.” As of Dec. 19, the effective reproduction number for the greater Tokyo metropolitan area was 1.14, meaning new infections were spreading in a wider area. The number was 0.9 in Hokkaido, 1.15 in the Tohoku region, 1.07 in the Chukyo region centered on Nagoya, 0.98 in the Kansai region, 1.12 in northern Kyushu, and 1.31 in Okinawa Prefecture. Nishiura was formerly on a health ministry panel which in April 2020 said up to 420,000 people in Japan could die of COVID-19 if social distancing and other measures to prevent novel coronavirus infections were not followed.",https://www.asahi.com//ajw/articles/14088536
0,"3,000 infected Tokyoites had no place to go for treatment",['THE ASAHI SHIMBUN'],"January 7, 2021 at 14:07 JST"," More than 3,000 people in Tokyo who tested positive for the novel coronavirus were denied hospital treatment or self-isolation chambers during year-end period because public health centers are already overwhelmed in the COVID-19 crisis. A health ministry expert panel made a fresh plea for prompt measures to slow the spread of the disease at a Jan. 6 news conference following a meeting earlier the day. It said the current state of infections in Japan is at “a record level.” The experts said increases in new coronavirus cases have jeopardized hospital treatment for patients with illnesses other than COVID-19, not just in the Tokyo metropolitan area, but also in the heavily populated Chubu and Kansai regions. Data presented to the meeting showed that in the capital, public health centers could not find a hospital or a facility for isolation for more than 1,500 COVID-19 patients over the week from Dec. 20 to Dec. 26. The number more than doubled in the following week. “In some cases, infected people in long-term care facilities could not be moved to a hospital” because medical facilities were inundated with patients, Takaji Wakita, director-general of the National Institute of Infectious Diseases who heads the panel, said. Hospital beds are quickly filling up and workers at public health centers and hospitals are overstretched in dealing with the spike in new COVID-19 cases over the past weeks, according to experts. The national tally of new cases reached 24,667 over the week through Jan. 4, with Tokyo accounting for about 25 percent of the total. The ratio jumped to half when the figure for the capital was combined with those of neighboring Kanagawa, Saitama and Chiba prefectures. The effective reproduction number, which is how many people one person with COVID-19 will infect, was 1.09 as of Dec. 19. As of Jan. 4, 74.9 percent of hospital beds secured for a peak in the pandemic were occupied in Tokyo. The comparable figure was 70.6 percent in Aichi Prefecture, 68.3 percent in Hyogo Prefecture, 67.0 percent in Osaka Prefecture, and 66.3 percent in Saitama Prefecture. (This story was written by Naoyuki Himeno and Shuichi Doi.)",https://www.asahi.com//ajw/articles/14088455
0,COVID-19 cases (Jan. 6),['THE ASAHI SHIMBUN'],"January 7, 2021 at 11:46 JST",,https://www.asahi.com//ajw/articles/14088291
0,"Japan confirms more than 5,000 new infections for first time",['THE ASAHI SHIMBUN'],"January 6, 2021 at 19:37 JST"," The number of new COVID-19 cases in Japan topped 5,000 for the first time on Jan. 6, including a record-breaking 1,591 confirmed infections in Tokyo. It was the third time the daily count has exceeded 1,000 in Tokyo. With the 1,228 new cases on Jan. 5 and the previous record of 1,337 reported on Dec. 31, the daily average for the week broke the 1,000 level and reached 1,072. The previous nationwide record was 4,917 set on Jan. 5. Aichi Prefecture’s record number of 364 new COVID-19 cases on Jan. 6 prompted Governor Hideaki Omura to consider asking the government to issue a state of emergency for his central Japan prefecture. A record high was also set in Hyogo Prefecture, which reported 248 new infections, the second straight day the count has exceeded 200. Nagano Prefecture confirmed 50 new cases for a second consecutive daily high. Mie Prefecture’s 33 new cases also broke its record set the previous day. Oita Prefecture matched its single-day high of 26 confirmed infections. The figure for Tokyo was particularly troubling for its health care system because it came day after the number of inpatients with the disease in the capital topped 3,000 for the first time. As of Jan. 5, the number of COVID-19 inpatients was a record-high 3,025, with the occupancy rate of hospital beds hitting 86 percent. There were also 870 COVID-19 patients recuperating at accommodation facilities and 4,480 recovering at home, bringing the total to 8,375 patients in Tokyo. The number of patients listed in serious condition in the capital rose by two from the previous day to a record 113 on Jan. 6, metropolitan government officials said. The figure exceeded 105 set in late April last year under the first state of emergency. Tokyo defines serious cases as those requiring ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine. A second state of emergency is expected to be declared this week for Tokyo and three surrounding prefectures. The situation in the capital is now worse than what it was under the first state of emergency. The Tokyo metropolitan government in December said it will increase the number of hospital beds for COVID-19 patients from 3,000 to 4,000. It currently has 3,500 beds, and nearly half of the 220 beds for patients with serious symptoms are occupied. “It is an extremely critical situation,” Tokyo Governor Yuriko Koike said at a news conference on Jan. 4. Health care workers are growing frustrated over the dire situation. “Medical personnel are exhausted and worn out as they have continued to treat patients from the first wave,” Haruo Ozaki, head of the Tokyo Medical Association, said. “Reducing the number of new patients is the only way to get through this crisis, and we fear the medical capacity is strained to near the breaking point.” Of the 1,591 new cases in Tokyo on Jan. 6, 439 patients are in their 20s, followed by 326 in their 30s, 278 in their 40s, and 196 in their 50s. There were 179 patients aged 65 or older. From Dec. 1 to Jan. 1, the number of inpatients increased from 1,650 to 2,730 in Tokyo. At the peak of the first wave of virus infections, the total number of COVID-19 inpatients and patients at accommodation facilities and their homes in Tokyo was 2,974 as of May 6. But now, the number of inpatients alone has exceeded that mark.",https://www.asahi.com//ajw/articles/14086264
0,Japan’s stagnant vaccine industry falls far behind in COVID-19 race,['THE ASAHI SHIMBUN'],"January 6, 2021 at 19:10 JST"," Japanese drug companies are moving at an “unprecedented” pace to develop COVID-19 vaccines, but their foreign rivals have already won the race. Although the government has committed hundreds of billions of yen for a game-changing medicine in the novel coronavirus pandemic, the domestic industry is just not set up for speedy vaccine development, and such projects have long been a low priority for Japanese pharmaceutical businesses. Japan plans to begin inoculating the population in late February at the earliest. As it does with so many pharmaceuticals, the country will rely on an import, the Pfizer-BioNTech vaccine. Meanwhile, there is no way to know when the home-grown vaccines will become available. Shionogi & Co., a major pharmaceutical company that is developing a COVID-19 vaccine with the National Institute of Infectious Diseases, among others, began a clinical trial involving more than 200 people in December. It plans to expand capacity to produce doses for 30 million people by the end of 2021. Unigen, a manufacturer of bio-pharmaceuticals, plans to have its factory in Ikeda, Gifu Prefecture, ready in spring to produce the anticipated vaccine developed by Shionogi at any time. For Shionogi, developing a vaccine while simultaneously arranging a production system is “unprecedented,” a public relations official of the company said. “Normally, we begin considering the production system when we are at the final phase of our clinical trials,” the official said. Anges Inc., a startup based in Osaka Prefecture, is a frontrunner in Japan in developing a COVID-19 vaccine. A clinical trial of its vaccine, developed with Osaka University, is expected to start by March, with 500 people taking part in the program. After that, Anges plans to conduct the final phase of its clinical trials overseas, involving tens of thousands of volunteers. Shionogi and Anges are the only Japanese drug companies that said they have reached the clinical-trial stage. But both companies have not disclosed when their vaccines can be brought to practical use. KM Biologics Co. plans to begin a clinical trial of its vaccine in January, while Daiichi Sankyo Co. and ID Pharma Co. expect to do so in March at the earliest. The government has decided to provide at least 317.7 billion yen ($2.93 billion)--60 billion yen for research and development and 257.7 billion yen for preparations of the production system--to help Japanese companies come up with vaccines for COVID-19. However, the domestic vaccine industry had long been stagnant well before the novel coronavirus outbreak struck the country last year. The Japanese vaccine market is worth about 140 billion yen, accounting for slightly more than 1 percent of the 10 trillion yen in overall sales of pharmaceutical products in Japan, according to the health ministry. In addition, more than half of the pharmaceutical products sold in Japan are imported. Vaccine development is a time-consuming and high-stakes undertaking for drug companies. It normally takes several years to develop a vaccine for practical use, and several more years are needed for the ministry to select the vaccine for periodic inoculations of the population. Companies have no idea if demand will remain for the vaccine by the time it is finally available for an infectious disease. A senior official with a Japanese drug maker said it is not realistic for a business to invest in creating a vaccine while shelving development of other drugs. “Even if you are fortunate to finally come up with a vaccine, you cannot halt its supply once the rollout begins due to social responsibility,” the official said. “It will be a huge burden for a pharmaceutical company to set aside manpower and production equipment for it in ordinary times.” Small and midsize players, as well as incorporated foundations, which are all limited in funds, have crowded the Japanese vaccine industry. In contrast, the vaccine markets overseas are dominated by a handful of pharmaceutical giants. These Japanese companies and foundations are tasked with producing existing vaccines that have steady demand in the domestic market. Under these circumstances, their ability to develop new vaccines has deteriorated over the years. Concerned about the situation, the Ministry of Health, Labor and Welfare in 2007 published a future vision for the industry, calling on longtime players in the vaccine industry and large drug makers to join hands to better compete globally. One positive development was a joint venture established by Daiichi Sankyo and the Kitasato Institute, a research body specializing in medicine and biology. Overall, however, the ministry’s push has yet to lead to any meaningful transformation of the industry. “The business climate is still tough for the vaccine industry and no promising players have emerged,” said an official with a separate pharmaceutical company. The official said Japan would have been left in a serious situation if the U.S. side had not agreed to provide a COVID-19 vaccine. In terms of national security, the need is growing for Japanese companies to be able to roll out a domestically produced vaccine, according to Masayuki Imagawa, head of the Japan Vaccine Business Unit of Takeda Pharmaceutical Co. “The world may be struck by another pandemic in the near future,” he said. “The coronavirus pandemic should be a catalyst for Japan to contemplate a system for vaccine development by the private sector, academia and government.” (This story was written by Sho Ito, Eisuke Eguchi and Takao Shinkai.)",https://www.asahi.com//ajw/articles/14086012
0,Virus cases in greater Tokyo now at ‘explosive growth’ level,['THE ASAHI SHIMBUN'],"January 6, 2021 at 18:34 JST"," The greater Tokyo metropolitan area faces an “explosive growth” in novel coronavirus infections, which will likely require more than a month to contain even under a state of emergency, experts said. The gloomy assessment came as the government’s expert panel on the COVID-19 pandemic released a list of recommendations Jan. 5 regarding a second state of emergency set to be issued for Tokyo and neighboring Kanagawa, Saitama and Chiba prefectures at the behest of governors following a surge in cases. The daily number of new infections rose to 4,917 nationwide as of 11:30 p.m. on Jan. 5., breaking the previous record of 4,520 reported on Dec. 31. In its recommendations, the panel called on people to be extra vigilant in protecting themselves against infection, especially if dining out. The panel urged people to refrain from going out unless absolutely necessary. It also recommended using takeout services and strictly avoiding drinking parties at universities and workplaces. Shigeru Omi, who heads the panel, said at a news conference that the greater Tokyo metropolitan area is at the equivalent of the highest level of infections, known as stage 4. That means the region is seeing an “explosive growth” in new cases. Bringing the situation down to around the stage 3 level is “not a goal,” the panel cautioned, adding that the spread of the virus should be curbed to the equivalent of stage 2 or lower even after the latest state of emergency, the second since last April, is lifted. Under the panel’s four-stage classification, areas in stage 3 are in the grip of a sharp increase in new infections while those in stage 2 see a gradual increase in fresh cases. Omi said it would be “extremely difficult” to contain the spread of infections in the greater Tokyo metropolitan area to around the stage 3 level in less than a month even if the state of emergency is issued this week, as expected. He also stressed the importance of taking anti-virus measures because “the current infection situation cannot be brought under control” with only eating and drinking establishments taking precautions against infections.",https://www.asahi.com//ajw/articles/14085899
1,Kirin beer executive questions sweeping shutdowns of late-night bars,['REUTERS'],"January 6, 2021 at 17:45 JST"," The head of Kirin Holdings’ beer business on Wednesday questioned imposing across-the-board closings of late-night bars and restaurants around Tokyo, saying some establishments had already implemented stringent safety measures. Japanese government advisers on Tuesday called for a new state of emergency in the Tokyo area as daily COVID-19 cases on Tuesday hit 1,278, the second highest daily total since the pandemic began. Residents are expected to be urged to refrain from non-essential outings after 8 p.m., and bars and restaurants will be asked to close by that time. “We don’t yet know the specifics of the new state of emergency... but I do somewhat question taking a sweeping approach, when there are establishments which have taken very strict measures to prevent virus transmissions,” Takayuki Fuse, head of Kirin Brewery Company. Fuse said Kirin would accept any government decision, but added that he was deeply concerned about the impact of a second lockdown on the industry and jobs. “The restaurant and bar industry is estimated to be worth 26 trillion yen, supporting the jobs of over 4 million people,” he said during a presentation to investors outlining the brewer’s strategy for the year. Kirin and Asahi Group Holdings have been in a tight race for the top spot in Japanese beer sales. Kirin’s beer sales fell 18.6 percent in Japan last year as the coronavirus discouraged gathering at bars and restaurants. It said on Wednesday that it was targeting a 17.2 percent rebound in 2021.",https://www.asahi.com//ajw/articles/14085952
