news_title,news_writer,news_written_date,news_text,news_url
Experts: Virus numbers still too high to lift state of emergency,['THE ASAHI SHIMBUN'],"May 20, 2021 at 15:29 JST"," New COVID-19 cases have decreased in some areas of Japan, but not enough to warrant a lifting of the state of emergency as scheduled on May 31, health experts have warned. They said many affected places have yet to show they can emerge from the most serious stage of the health crisis. “It is too early to judge now, but lifting the emergency may be difficult,” a member of a health ministry panel of experts on COVID-19 said a May 19 meeting. Tokyo, Osaka, Hyogo, Kyoto, Aichi, Fukuoka, Okayama, Hokkaido and Hiroshima prefectures are covered under the latest state of emergency to stem the spread of novel coronavirus infections. Under one of the criteria set by a government task force, the state of emergency can be lifted only after the number of new COVID-19 cases drops below the most serious stage of a four-level classification. Stage 4 for this category is a situation in which there are 25 or more new infections per 100,000 people over a week. Cabinet Secretariat data as of May 18 showed the figure for Hokkaido was 72 and 64 for Fukuoka Prefecture, while the numbers exceeded 50 in Aichi, Osaka, Okayama and Hiroshima prefectures. In Tokyo, it was 38, about 40 percent of the peak in January, when the capital was struck by the third wave of infections. Data compiled by The Asahi Shimbun showed that on March 1, when the second state of emergency was lifted for Osaka Prefecture, the prefecture’s number was 5.7. On March 22, after Tokyo emerged from the second state of emergency, the figure for the capital was 15.3. Health experts said the number of new cases has not declined substantially despite more stringent anti-coronavirus measures being taken under the state of emergency or for pre-emergency periods. They said more contagious variants have taken root and are causing numerous outbreaks. Shigeru Omi, an infectious disease expert who heads the government task force, said the state of emergency should not be lifted when new case numbers are hovering at high levels. “It is crucial to first make sure the infection trajectory is on stage 3 and steadily moving toward stage 2,” he said at a May 7 news conference. A stage 3 situation is when 15 or more new cases per 100,000 people are reported over a week. Some experts said the bar should be set even higher for Tokyo to prevent a quick rebound in infections in the densely populated capital. They suggested that Tokyo’s daily count of new cases should be down to around 100 before the state of emergency is lifted. The capital reported 766 new cases on May 19 and 843 on May 20. With the exception of Tokyo, health care systems have been stretched in all prefectures under the state of emergency. Half or more of their hospital beds for COVID-19 patients are occupied, putting the prefectures at stage 4 in that category. The situation is particularly dire in Fukuoka and Okayama prefectures, where more than 80 percent of the beds are filled. In Osaka Prefecture, the number of hospitalized COVID-19 patients is more than five times the lowest figure for stage 4--30 or more patients per 100,000 people. Fukuoka Prefecture has reported more than triple the lowest number for stage 4 categorization. Also disturbing is a surge in the number of COVID-19 patients in serious condition, with the national total hitting a record 1,293 on May 18. The collective number of such cases for the Kansai prefectures of Osaka, Hyogo and Kyoto stood at 493, 39 fewer than from May 1. But some experts suspect that figures for severely ill patients in some prefectures, including Osaka, may be underreported because of the lack of hospital beds secured for them. As for Tokyo and the three neighboring prefectures of Saitama, Kanagawa and Chiba, serious COVID-19 cases rose by 52 to 216. The remaining 40 prefectures in Japan accounted for 584 serious cases, 230 more than the number on May 1. (This article was written by Hiroshi Ishizuka and Kayoko Geji.)",https://www.asahi.com//ajw/articles/14354061
COVID-19 cases (May 19),['THE ASAHI SHIMBUN'],"May 20, 2021 at 11:42 JST",,https://www.asahi.com//ajw/articles/14353974
Okinawa to ask for emergency after record 203 new virus cases,['THE ASAHI SHIMBUN'],"May 19, 2021 at 19:00 JST"," Okinawa Prefecture decided on May 19 to ask the central government to issue a state of emergency for the prefecture as more than 90 percent of its hospital beds for COVID-19 patients remain occupied due to a recent surge in infections. Okinawa reported a record number of new cases for the second consecutive day on May 19, logging 203, the prefectural government said. The previous record for the southernmost prefecture was 168, recorded on May 18. The latest numbers brought the total number of cases in Okinawa Prefecture to 14,296. The U.S. military stationed in Okinawa told prefectural officials that two people who belong to Marine Corps Camp Hansen newly tested positive for the virus. A total of 1,345 people related to the U.S. military based in the prefecture have tested positive for COVID-19 to date, according to the prefectural government. Tokyo confirmed 766 new infections on May 19, down 203 from the 969 cases reported a week ago, according to metropolitan government officials. The latest tally brought the capital's daily average for the week through May 19 to 727.9, or 83.3 percent of the figure for the prior week. Of the 766 cases, 210 patients were in their 20s, followed by 155 in their 30s, 113 in their 40s and 98 in their 50s. There were 99 patients age 65 or older. The number of serious cases in Tokyo requiring ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine, dropped by eight from the previous day to 73 on May 19, the officials said. The same day, Osaka Prefecture reported 477 new infections, bringing the prefecture's cumulative number of COVID-19 cases to 96,209. The death toll from the virus in the prefecture rose by 22 on May 19 to reach 2,036.",https://www.asahi.com//ajw/articles/14353301
Study: Pfizer vaccine proves effective 12 days after 1st jab,['THE ASAHI SHIMBUN'],"May 19, 2021 at 17:32 JST"," The National Institute of Infectious Diseases (NIID) on May 14 reported Pfizer's COVID-19 vaccine lowers the chances of a recipient contracting the virus after about 12 days of the first shot. Of 1,101,698 health care workers who had received at least one shot of the Pfizer vaccine, 281 newly tested positive for the novel coronavirus afterward, according to a study. The institute announced the findings at a health ministry meeting the same day. The institute analyzed data from two systems of the central government that compile the vaccination situation and the information of those infected. During a period from the day of the inoculation until Day 13, the number of people who contracted the virus per 100,000 people was 1.26. But from Day 14 to Day 20, the number fell to 0.53. The number continued declining to 0.49 between Day 21 and Day 27, and 0.18 after Day 28. The number started declining after around Day 12, the institute said. In general, it takes a certain number of days after receiving a vaccine shot for a recipient to develop neutralizing antibodies that help prevent infections after inoculations. But the institute said there are many factors that have yet to be considered, such as differing infection situations because of regions and the time of year when vaccinated. The institute said further analyses are needed.",https://www.asahi.com//ajw/articles/14353255
COVID-19 cases (May 18),['THE ASAHI SHIMBUN'],"May 19, 2021 at 11:46 JST",,https://www.asahi.com//ajw/articles/14353099
"Okinawa marks record 168 new COVID-19 cases, 4 deaths on day",['THE ASAHI SHIMBUN'],"May 18, 2021 at 18:43 JST"," NAHA--Okinawa Prefecture marked a record number of new COVID-19 cases on May 18, breaking the previous daily high set a month ago. The prefectural government here said 168 people newly tested positive for the novel coronavirus on the day. The previous record for the southernmost prefecture was 166, recorded on April 17. Officials also said four people, all in their 70s or 80s, died from the disease on May 18. The latest numbers bring the total number of cases in the prefecture to 14,093 and the total number of deaths to 146. The U.S. military stationed in the prefecture told prefectural officials that a person who belongs to Marine Corps Camp Hansen newly tested positive for the virus. According to the prefectural government, a total of 1,343 people related to the U.S. military based in Okinawa have tested positive for COVID-19.",https://www.asahi.com//ajw/articles/14352594
Researchers create antibodies to protect against virus variants,['By SHIGEKO SEGAWA/ Staff Writer'],"May 18, 2021 at 18:13 JST"," Researchers succeeded in quickly creating neutralizing antibodies that can render the novel coronavirus ineffective, raising hopes for a possible medicine to treat COVID-19. A team of researchers at Hiroshima University, Kyoto University and other institutions also confirmed the effectiveness of the antibodies against coronavirus variants, which are likely to be more contagious than the original strain of the virus or reduce vaccines’ efficacy. “With blood samples collected from several survivors of COVID-19, we can now make neutralizing antibodies in just 10 days or so,” said Tomoharu Yasuda, a professor of immunology at Hiroshima University and a member of the research team. “We hope the antibodies will help prevent patients from becoming seriously ill and develop medicines to treat those with serious symptoms.” Patients who contracted the virus and recovered from the disease have antibodies in their blood produced by immune cells. Neutralizing antibodies bind to the virus and help prevent it from entering a cell. Scientists around the globe are racing to develop neutralizing antibodies since they can be used as medicines to treat COVID-19. The team analyzed blood samples collected from patients who recovered from the disease. It confirmed that patients with serious symptoms are more likely to have neutralizing antibodies generated in their blood than those with mild symptoms. The researchers then chose candidate immune cells, which produce neutralizing antibodies, from blood samples of four patients who were formerly seriously ill. They extracted a gene that produces antibodies from the selected immune cells and amplified the gene to create neutralizing antibodies. From those antibodies, the team picked ones that bind strongly to the virus strain that caused the initial outbreak of the virus in the Chinese city of Wuhan. The researchers found 97 percent of the antibodies also bind to the British variant, which is thought to be more transmissible, while 63 percent adhere to the South African variant, which is likely to make vaccines less effective. They confirmed that even a small amount of the antibodies that attach themselves to the British and South African variants is effective at staving off the virus. The team said it takes only 10 days or so to make neutralizing antibodies as the researchers successfully speeded up the process. The team added that it wants to create neutralizing antibodies that can protect people against the Indian variant, which is feared to be even more contagious.",https://www.asahi.com//ajw/articles/14352539
"Tokyo reports 732 new virus cases, 193 fewer than a week ago",['THE ASAHI SHIMBUN'],"May 18, 2021 at 17:58 JST"," Tokyo registered 732 new cases of novel coronavirus infections on May 18, down from the 925 posted a week earlier, metropolitan health officials said. The seven-day case average per day over the week through May 18 for the capital was 756.9 cases, representing 91.8 percent of the figure for the preceding week, officials said. Of the newly confirmed infections, 209 patients are in their 20s, followed by 143 in their 30s, 124 in their 40s and 90 in their 50s. Eighty-one patients are 65 or older. The number of serious COVID-19 cases requiring ventilators or an extracorporeal membrane oxygenation (ECMO) device, which circulates blood through an artificial lung, stood at 81, four fewer than the day before.",https://www.asahi.com//ajw/articles/14352543
COVID-19 cases (May 17),['THE ASAHI SHIMBUN'],"May 18, 2021 at 11:20 JST",,https://www.asahi.com//ajw/articles/14352260
Experts: Speed of vaccine rollout risks 4 more emergencies,['By KENJI TAMURA/ Senior Staff Writer'],"May 17, 2021 at 18:40 JST"," Japan will likely need to issue four more emergency declarations by April 2022 if its COVID-19 vaccination program does not significantly pick up the pace, experts warn. Researchers have crunched the numbers and are now calling on the government to inoculate citizens four times faster than the current speed to bring the pandemic under control. The study was done by Yasuharu Tokuda, who heads the Muribushi Okinawa Center for Teaching Hospitals, and Toshikazu Kuniya, an associate professor of mathematical biology at Kobe University. “The results of simulations may vary depending on other anti-virus measures, but the speed of inoculations still needs to be greatly accelerated,” Tokuda said. “I want the government to swiftly create an environment to realize that.” The researchers based their calculations on data of COVID-19 cases reported between Jan. 14, 2020, and April 20 this year, assuming that the government will issue a fresh state of emergency when the daily number of new infections tops 5,000 nationwide and will then lift the emergency declaration once the count dips below 1,000. Using a mathematical model, the researchers estimated what the infection situation will look like if the vaccine rollout continues at the pace seen around mid-April, when about 220,000 shots were being administered per day. They also took into account the spread of coronavirus variants. If the speed of the vaccination program remains unchanged, daily cases would exceed 5,000 around July, forcing the government to issue a state of emergency four more times by April next year, the study results showed. Even if people receive jabs twice as fast as that, three additional emergency declarations would still be needed. If the vaccination speed is four times as fast, the government would still have to issue another state of emergency around the end of July. But it would not likely face a surge in new infections after that. Administering 1 million shots a day is believed to be more than enough to vaccinate people four times faster than the current pace. The researchers published their modeling before the study was peer-reviewed to make the results quickly available to the public. The figures are available at: https://www.medrxiv.org/content/10.1101/2021.05.06.21256476v1.full-text",https://www.asahi.com//ajw/articles/14351684
"Seniors fill up slots fast for 1st mass vaccination in Tokyo, Osaka",['THE ASAHI SHIMBUN'],"May 17, 2021 at 18:35 JST"," Senior citizens snapped up appointments for Tokyo and Osaka's planned mass COVID-19 vaccinations as the Defense Ministry debuted online reservations for jabs on May 17. Some 21,000 of the 50,000 slots made available for the Tokyo site were filled 45 minutes after bookings began at 11 a.m. All 25,000 slots at the Osaka site had been booked 26 minutes after reservations were accepted, from around 1 p.m. People age 65 or older who have received a vaccination slip issued by their local governments can make reservations for the first dose only. They will be notified about the schedule for their second dose when they show up for the first shot. The slots made available on May 17 are expected to cover the vaccinations over a week from May 24, when the Tokyo and Osaka centers are scheduled to open. Japan has a population of 36 million who are 65 or older, designated a priority group for vaccination. Immunization of senior citizens has been under way under a program implemented by local governments. People in that age group, in Tokyo’s 23 wards and Osaka, are eligible for doses at the two sites, which will be operated by the Self-Defense Forces. While the central government intends to accelerate inoculations through the mass vaccination centers, it cautioned the public against double bookings as central and local government systems were not linked up. “As our systems are not equipped to remove double bookings, people seeking vaccinations at the SDF mass vaccination centers should make sure that they have not booked for doses provided by their local authorities,” Chief Cabinet Secretary Katsunobu Kato said on May 17. Bookings are accepted online only through dedicated sites and through the SDF's account on the Line messaging app. SDF medical staff will administer doses of U.S. drugmaker Moderna Inc.’s vaccine at the two sites over about three months. Applicants, to secure their appointments, need to type in a number assigned to each individual by local governments. To prevent the booking sites from crashing due to floods of reservations, applicants for the Tokyo venue were limited to residents of the capital's 23 wards and to Osaka at the Osaka site. Elderly people in other parts of Tokyo and Osaka Prefecture, in addition to those in Tokyo's 23 wards and Osaka, will be allowed to book slots from May 24 for doses to be administered between May 31 and June 6. From May 31, senior citizens in Saitama, Chiba, and Kanagawa prefectures can secure their appointments for the Tokyo center and those in Kyoto and Hyogo prefectures may book them for the Osaka center. The shots for those bookings will be given from June 7 to June 13.",https://www.asahi.com//ajw/articles/14351675
"Tokyo, Osaka Prefecture report declines in new COVID-19 cases",['THE ASAHI SHIMBUN'],"May 17, 2021 at 18:30 JST"," Both Tokyo and Osaka Prefecture reported declines in the number of new infections on May 17, prompting words of optimism from the governor in the hard-hit Kansai region. Osaka Prefecture confirmed 382 new COVID-19 cases, the first tally below 400 since April 5. The daily number has stayed below the 1,000 mark for nine consecutive days through May 17. Osaka Governor Hirofumi Yoshimura said he believes that the number of new infections has entered a downward trend. Still, the death toll from COVID-19 in the prefecture totaled 1,958 as of May 16, more than the 1,951 in Tokyo and the largest in Japan. Tokyo on May 17 confirmed 419 new COVID-19 cases, down by 154 from a week earlier. Still, the daily average for the week through May 17 came to 784.4, or 100.7 percent of that for the preceding week. Of the 419 new patients in Tokyo, 126 were in their 20s, the largest age group, followed by 85 in their 30s, 53 in their 40s, and 49 in their 50s. There were 51 new patients aged 65 or older. The number of serious cases stood at 85, up one from the previous day. Tokyo defines serious cases as those requiring a ventilator or an extracorporeal membrane oxygenation (ECMO) device, which circulates blood through an artificial lung. Tokyo and Osaka are among nine prefectures covered under the COVID-19 state of emergency through the end of May. In addition, quasi-emergency anti-virus measures are in place in 10 prefectures.",https://www.asahi.com//ajw/articles/14351661
COVID-19 cases (May 16),['THE ASAHI SHIMBUN'],"May 17, 2021 at 11:30 JST",,https://www.asahi.com//ajw/articles/14351531
Osaka death toll from COVID-19 dwarfs all other prefectures,['THE ASAHI SHIMBUN'],"May 16, 2021 at 18:54 JST"," Only 15 days into May, Osaka Prefecture reported a record 487 deaths from COVID-19 for any month. Surging numbers of novel coronavirus infection have stretched the prefecture's health care system to the limit and few rooms are available for new patients. An Asahi Shimbun tally shows that the death toll in the prefecture accounts for more than 20 percent of the nation’s overall fatalities since March. The prefecture has been in the grip of a fourth wave of infections that started in March, local authorities say. From April, accumulative deaths in the prefecture represented more than 30 percent of all fatalities across the nation. Since the middle of February, daily deaths from COVID19 had remained below double digits in Osaka Prefecture. But the toll began spiking sharply from late April. In May, more than 15 deaths were logged per day. Then on May 11, the prefecture reported 55 deaths, a record for a single 24-hour period. Deaths from COVID-19 around the nation since March 1 stood at 3,403 as of May 13. With 751 fatalities, Osaka Prefecture accounted for 22.1 percent of the national total. The figure rises to 32.2 percent if overall deaths since April 1 are taken into account. The average age of patients who died from the third wave of infections from Oct. 10 to late February was 78.0, prefectural officials said. Of these deaths, 98.1 percent of the patients were aged 60 or older. But in the current fourth wave, the average age of fatal cases dropped to 75.2 due to a sharp increase in the number of patients in their 50s or younger who succumbed to the disease. The ratio of patients in their 60s or older who died came to 93.1 percent. Prefectural officials attribute the growing death toll to the steep rise in new cases. Between April 13 and May 2, daily new cases topped 1,000 except for April 19 and April 26. The ratio of deaths among COVID-19 patients during the fourth wave stands at 1.0 percent, compared with 2.6 percent during the third wave. However, the number of deaths surged in conjunction with the sharp rise in new infections. Prefectural officials say they believe a variant, called B.1.1.7, which was first identified in Britain late last year triggered the fourth wave. This mutant is more contagious and more likely to result in death, according to reports from overseas. The pace of rise in the number of serious cases grew about three-fold from the third wave of infections in the prefecture, leaving hospitals with few unoccupied beds. As of May 12, the number of patients who have been hospitalized represented only 10 percent of people who tested positive for the novel coronavirus in the prefecture. About 15,000 people were staying at home without medical care at hospitals as of May 15. Osaka Governor Hirofumi Yoshimura warned that fatalities could surge in coming weeks, given the high number of patients denied access to care at hospitals. (This article was written by Yuki Kubota and Takahiro Takenouchi.)",https://www.asahi.com//ajw/articles/14351076
Tokyo logs 542 COVID-19 cases; Aichi closes in with Sunday high,[],"May 16, 2021 at 18:39 JST"," Tokyo on May 16 confirmed 542 new COVID-19 cases, while Aichi Prefecture reported 522, the highest for a Sunday. In Osaka Prefecture, 620 new infections and 15 deaths were confirmed. In the capital, the daily average for the week through May 16 came to 806.4, or 101 percent of the average for the previous seven-day period. Of the 542 new patients, 165 were in their 20s, the largest age group, followed by 99 in their 30s, 69 in their 40s and 63 in their 50s. There were 61 new patients aged 65 or older. The number of serious cases stood at 84, down one from the previous day. Tokyo defines serious cases as those requiring a ventilator or an extracorporeal membrane oxygenation (ECMO) device, which circulates blood through an artificial lung. In Aichi Prefecture, the number of new infections exceeded the 500 mark for the sixth consecutive day through May 16. Of the 522 new cases, 210 were confirmed in Nagoya. The state of emergency covers Tokyo and eight prefectures, including Aichi, through the end of May. In addition, quasi-emergency anti-virus measures are in place in 10 prefectures.",https://www.asahi.com//ajw/articles/14351081
COVID-19 cases (May 15),['THE ASAHI SHIMBUN'],"May 16, 2021 at 12:11 JST",,https://www.asahi.com//ajw/articles/14351022
Okinawa hits 2nd highest daily high in virus cases,['THE ASAHI SHIMBUN'],"May 15, 2021 at 18:25 JST"," Okinawa Prefecture marked its second highest number of novel coronavirus infections on May 15 as local authorities confirmed 160 fresh cases. The record in the southernmost prefecture was set April 17 when 167 cases were confirmed. Okinawa officials also reported the first death of a COVID-19 patient awaiting entry into a hospital for treatment. The woman in her 70s was resting at her Naha home when she died. In Osaka, metropolitan government officials reported 785 cases of virus infection the same day, with 42 patients confirmed to have died from COVID-19. The latest fatalities bring the total number of deaths in Osaka Prefecture to 1,943.",https://www.asahi.com//ajw/articles/14350674
30% of fresh COVID-19 cases in Tokyo in their 20s,['THE ASAHI SHIMBUN'],"May 15, 2021 at 18:05 JST"," Authorities in Tokyo confirmed 772 fresh cases of novel coronavirus infection on May 15, of which 234, or about 30 percent, involved those in their 20s. The daily average of new cases for the week ending May 15 came to 876.4, up 12.9 percent over the previous week, according to metropolitan government officials. Among the latest patients, 135 were in their 30s, 125 in their 40s and 97 in their 50s. Patients aged 65 and older accounted for 77 cases. Eighty-five patients, up by one from the previous day, displayed serious symptoms that require ventilators, or an extracorporeal membrane oxygenation (ECMO) device, which circulates blood through an artificial lung.",https://www.asahi.com//ajw/articles/14350623
COVID-19 cases (May 14),['THE ASAHI SHIMBUN'],"May 15, 2021 at 11:20 JST",,https://www.asahi.com//ajw/articles/14350534
"Hokkaido in dire state, Kumamoto, Oita see highest new virus cases",[],"May 14, 2021 at 19:05 JST"," Hokkaido on May 14 confirmed 593 new COVID-19 cases, the second-highest ever for the northernmost main island. Hokkaido, which will be placed under a state of emergency from May 16, confirmed a record number of new cases the previous day with 712. The latest number was a decline, but health officials remained alarmed by the fact that more than 400 new cases have been recorded every day for the past seven days. The number of cases exceeded 500 on four dates, May 9, 12, 13 and 14. In the capital, Sapporo, 346 people newly tested positive for the virus. Eight deaths were confirmed in Hokkaido, of which six were in Sapporo. The number of new COVID-19 cases in Osaka Prefecture dropped to 576 on May 14, the first time the number went below 600 since April 5. However, the number of deaths from infections remained the same from the previous day with 33, health officials said. The daily counts bring the prefecture's accumulated total infections to 93,436 and the death toll to 1,901. Osaka reported its highest number of daily deaths, 55, on May 11. In the Kyushu region, Kumamoto and Oita prefectures confirmed a record number of new infection cases, with 124 and 102, respectively.",https://www.asahi.com//ajw/articles/14349934
Younger people more than half of Tokyo's 854 new COVID-19 cases,['THE ASAHI SHIMBUN'],"May 14, 2021 at 18:13 JST"," Tokyo confirmed 854 new COVID-19 cases on May 14, according to metropolitan government officials. The number was the first day the count fell below 900 in the capital after three consecutive days above that mark, including 1,010 cases the previous day. The latest tally brought the daily average for the week in Tokyo through May 14 to 926.3, or 120.9 percent of the figure for the preceding week. Of the 854 cases, 288 patients were in their 20s, followed by 144 in their 30s, 118 in their 40s and 100 in their 50s. There were 85 patients aged 65 or older. The number of serious cases in Tokyo requiring ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine, remained 84, the same as the previous day.",https://www.asahi.com//ajw/articles/14349817
"In abrupt shift, 3 more prefectures tapped for state of emergency",['THE ASAHI SHIMBUN'],"May 14, 2021 at 18:00 JST"," The government suddenly changed its plans and decided to add Hokkaido, Okayama and Hiroshima to the list of prefectures under the COVID-19 state of emergency from May 16 to 31. At a May 14 meeting, the government’s expert panel on COVID-19 approved the new plan, which is expected to receive formal approval at the government’s task force meeting later in the day. Under the initial proposal made the previous day, the government planned to apply pre-emergency measures in the five prefectures of Gunma, Ishikawa, Okayama, Hiroshima and Kumamoto to stem the spread of the novel coronavirus. However, infections are rising across the nation, particularly in Hokkaido, Okayama and Hiroshima prefectures. Hokkaido has already been placed under the pre-emergency measures, but new COVID-19 cases there continue to increase, reaching a daily record of 712 on May 13, including 499 in the capital of Sapporo. The Hokkaido government has asked the central government to issue the state of emergency for Sapporo. The pre-emergency measures will still be issued for Gunma, Ishikawa and Kumamoto prefectures. These anti-virus measures will apply from May 16 to June 13, according to the new plan. Earlier this month, the state of emergency was extended until May 31 for Tokyo, Osaka, Hyogo and Kyoto prefectures. It also covers Aichi and Fukuoka prefectures. The initial proposal was made at a May 13 ministerial meeting that was attended by Prime Minister Yoshihide Suga and health minister Norihisa Tamura. Kazuhiro Tateda, a member of the expert panel and a professor at Toho University, explained how things changed. “I repeatedly said that no matter how you looked at Hokkaido, the situation is serious, and Okayama and Hiroshima, too,” he told reporters after the meeting on May 14. “I am glad that the government’s proposal was changed.” Tateda said other panel members also described Hokkaido, Okayama and Hiroshima prefectures as being in a serious situation, and that they should be immediately placed under the state of emergency. Yasutoshi Nishimura, who heads the central government’s efforts in dealing with the COVID-19 crisis, listened to the panel’s opinions, Tateda said. “Nishimura then left for a Cabinet meeting and talked about it with Suga there,” he said. “Nishimura came back here and said that he would submit a new proposal.” Under the state of emergency, businesses that serve alcohol, provide karaoke services or allow customers to bring in alcohol are asked to close their operations. That request, however, was eased for commercial outlets with a floor space of 1,000 square meters or more. They are allowed to stay open until 8 p.m. Venues for sports and other performances are asked to end such events by 9 p.m. Under eased rules, the venues can be filled to 50 percent of capacity, but only up to 5,000 people. Governors facing still high numbers of new cases have been given more flexibility on the measures, such as whether to continue asking large commercial outlets to shut operations and imposing more restrictions on events. The central government plans to restrict the business closure request in Hokkaido to areas where the local government was planning to apply pre-emergency measures. The pre-emergency measures are intended to prevent prefectures from entering the most serious stage 4 situation, which indicates an explosive growth in infections and would place them under a state of emergency. Categories in the 4-stage scale include hospital bed capacity.",https://www.asahi.com//ajw/articles/14349630
COVID-19 cases (May 13),['THE ASAHI SHIMBUN'],"May 14, 2021 at 12:51 JST",,https://www.asahi.com//ajw/articles/14349681
Town mayors forced to defend getting early COVID-19 shots,['THE ASAHI SHIMBUN'],"May 13, 2021 at 19:01 JST"," While elderly people are repeatedly calling phone lines and working other avenues to make COVID-19 shot appointments, two town mayors are trying to justify moving to the front of the line. The mayors of Shirosato, Ibaraki Prefecture, and Kamikawa, Hyogo Prefecture, both received vaccinations although neither are 65 or older or medical personnel, who are eligible for the jabs. Shirosato Mayor Osamu Katono, 42, revealed on May 13 that he had been vaccinated against COVID-19 in late April. He and 11 other town officials, including senior members and receptionists of vaccination centers, got inoculated because there were cancellations of vaccinations for medical personnel. After the media reported the story, Katono held a news conference. The mayor said that he received a vaccine shot on April 28. On April 26 and 28, 162 medical workers in the town were scheduled to get inoculated, but 12 canceled their appointments. In the event of cancellations, about 10 town officials were supposed to get the shots, but there were more cancellations than expected, according to the mayor. He said as he is in charge of the town’s vaccination program, “he received a shot so as not to bring administrative activities and vaccination projects to a standstill.” “I did not receive a high priority on the vaccinations,"" Katono said, adding, “I could be called a member of medical personnel because I established medical clinics to become vaccination centers. I followed the government’s notice.” In Hyogo Prefecture, Sogo Yamana, Kamikawa town mayor, 62, also received a vaccination on May 6, the first day of the town's group vaccination program for people aged 65 or older, although he was not eligible. “I have received one because I am in charge of crisis management,” he told The Asahi Shimbun on May 12. “I apologize for causing concerns and a disturbance among town residents.” According to Yamana, he considered the infection risk he is exposed to at Kanzaki Municipal General Hospital, which he founded and visits every week to attend meetings. He asked the deputy mayor in late April, “Can we make good use of vaccine doses for appointments that have been canceled or which will be wasted?” Yamana asked the deputy mayor to talk to hospital officials to allow him to be inoculated. The chief clerk of the hospital replied, “We can use canceled doses for him,” so Yamana decided to get a shot. Yamana has a reservation to receive the second vaccination at the hospital on May 27. “I can’t waste doses,” he said.",https://www.asahi.com//ajw/articles/14347813
Osaka Prefecture logs 761 new COVID-19 cases and 33 deaths,['THE ASAHI SHIMBUN'],"May 13, 2021 at 18:53 JST"," OSAKA--The Osaka prefectural government confirmed 761 new cases of COVID-19 and 33 deaths from the virus on May 13, health officials said. The figures are down from the 851 infections and 50 deaths reported the previous day. The daily counts bring the prefecture's accumulated total infections to 92,862 and the death toll to 1,868. The number of new cases in a single day in Osaka reached a peak of 1,260 cases on April 28 and May 1. It trended downward to 668 on May 5 and 747 on May 6. The figure then rose again to 974 cases on May 11. Osaka reported its highest number of daily deaths, 55, on May 11",https://www.asahi.com//ajw/articles/14347906
"Tokyo’s new COVID-19 cases top 1,000 for 1st time in 4 days",['THE ASAHI SHIMBUN'],"May 13, 2021 at 18:51 JST"," Tokyo confirmed 1,010 new COVID-19 cases on May 13, the first time the daily count topped 1,000 since May 9, according to metropolitan government officials. Hokkaido logged 712 new COVID-19 cases on the day, breaking record highs for new infections for the second day in a row. The mayor of Sapporo, the capital and largest city on Japan's northernmost main island, said he will request a state of emergency. Tokyo's latest tally exceeded 900 for the third straight day and brought the daily average for the week in the capital through May 13 to 933.9, or 126.8 percent of the figure for the preceding week. Of the 1,010 cases, 316 patients were in their 20s, followed by 196 in their 30s, 152 in their 40s and 115 in their 50s. There were 111 patients aged 65 or older. The number of serious cases in Tokyo requiring ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine, fell by two from the previous day to 84, the officials said. Hokkaido’s latest tally far exceeded its previous high of 529, set on May 12, and topped 400 for the sixth consecutive day. It was also the third time the count surpassed 500, including May 9 and 12. Of the 712 cases, 499 were confirmed in Sapporo, also breaking its previous record of 352, marked on May 12. The Hokkaido government reported six new deaths from the coronavirus, including five confirmed in Sapporo. The city’s number of new COVID-19 cases per 100,000 people reached 110.1 in the most recent week, more than four times the 25-case benchmark required for issuing a state of emergency. “Sapporo has the most severe infection situation among the ordinance-designated cities in the country,” Sapporo Mayor Katsuhiro Akimoto said at the city’s task force meeting. “We will ask the central and Hokkaido governments to issue a state of emergency.”",https://www.asahi.com//ajw/articles/14347795
